NUE,Nucor Corp.,reports,Materials,Steel,"Charlotte, North Carolina",1985-04-30,73309
PKI,PerkinElmer,reports,Health Care,Health Care Equipment & Services,"Waltham, Massachusetts",1985-05-31,31791
NOC,Northrop Grumman Corp.,reports,Industrials,Aerospace & Defense,"West Falls Church, Virginia",1985-06-30,1133421
CNP,CenterPoint Energy,reports,Utilities,MultiUtilities,"Houston, Texas",1985-07-31,1130310
TJX,TJX Companies Inc.,reports,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",1985-09-30,109198
DOV,Dover Corp.,reports,Industrials,Industrial Machinery,"Downers Grove, Illinois",1985-10-31,29905
PH,Parker-Hannifin,reports,Industrials,Industrial Conglomerates,"Cleveland, Ohio",1985-11-30,76334
ITW,Illinois Tool Works,reports,Industrials,Industrial Machinery,"Glenview, Illinois",1986-02-28,49826
JCI,Johnson Controls,reports,Consumer Discretionary,Auto Parts & Equipment,"Milwaukee, Wisconsin",1986-05-31,53669
GPS,Gap (The),reports,Consumer Discretionary,Apparel Retail,"San Francisco, California",1986-08-31,39911
JWN,Nordstrom,reports,Consumer Discretionary,Department Stores,"Seattle, Washington",1986-08-31,72333
MDT,Medtronic plc,reports,Health Care,Health Care Equipment & Services,"Dublin, Ireland",1986-10-31,64670
HRB,Block H&R,reports,Financials,Consumer Finance,"Kansas City, Missouri",1986-11-30,12659
SYY,Sysco Corp.,reports,Consumer Staples,Food Distributors,"Houston, Texas",1986-12-31,96021
CA,"CA, Inc.",reports,Information Technology,Systems Software,"Islandia, New York",1987-07-31,356028
MMC,Marsh & McLennan,reports,Financials,Insurance Brokers,"New York, New York",1987-08-31,62709
AVY,Avery Dennison Corp,reports,Materials,Paper Packaging,"Glendale, California",1987-12-31,8818
PLL,Pall Corp.,reports,Industrials,Industrial Conglomerates,"Port Washington, New York",1987-12-31,75829
HD,Home Depot,reports,Consumer Discretionary,Home Improvement Retail,"Cobb County, Georgia",1988-03-31,354950
PNC,PNC Financial Services,reports,Financials,Banks,"Pittsburgh, Pennsylvania",1988-04-30,713676
C,Citigroup Inc.,reports,Financials,Banks,"New York, New York",1988-05-31,831001
STI,SunTrust Banks,reports,Financials,Banks,"Atlanta, Georgia",1988-05-31,750556
NKE,Nike,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",1988-11-30,320187
ECL,Ecolab Inc.,reports,Materials,Specialty Chemicals,"St. Paul, Minnesota",1989-01-31,31462
NWL,Newell Rubbermaid Co.,reports,Consumer Discretionary,Housewares & Specialties,"Sandy Springs, Georgia",1989-04-30,814453
TMK,Torchmark Corp.,reports,Financials,Life & Health Insurance,"McKinney, Texas",1989-04-30,320335
ORCL,Oracle Corp.,reports,Information Technology,Application Software,"Redwood Shores, California",1989-08-31,1341439
STJ,St Jude Medical,reports,Health Care,Health Care Equipment & Services,"Little Canada, Minnesota",1989-11-30,203077
ADSK,Autodesk Inc,reports,Information Technology,Application Software,"San Rafael, California",1989-12-01,769397
MRO,Marathon Oil Corp.,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1991-05-01,101778
AEE,Ameren Corp,reports,Utilities,MultiUtilities,"St. Louis, Missouri",1991-09-19,1002910
AMGN,Amgen Inc,reports,Health Care,Biotechnology,"Thousand Oaks, California",1992-01-02,318154
PX,Praxair Inc.,reports,Materials,Industrial Gases,"Danbury, Connecticut",1992-07-01,884905
IPG,Interpublic Group,reports,Consumer Discretionary,Advertising,"New York, New York",1992-10-01,51644
COST,Costco Co.,reports,Consumer Staples,Hypermarkets & Super Centers,"Issaquah, Washington",1993-10-01,909832
CSCO,Cisco Systems,reports,Information Technology,Networking Equipment,"San Jose, California",1993-12-01,858877
EMN,Eastman Chemical,reports,Materials,Diversified Chemicals,"Kingsport, Tennessee",1994-01-01,915389
KEY,KeyCorp,reports,Financials,Banks,"Cleveland, Ohio",1994-03-01,91576
UNM,Unum Group,reports,Financials,Diversified Financial Services,"Chattanooga, Tennessee",1994-03-01,5513
MSFT,Microsoft Corp.,reports,Information Technology,Systems Software,"Redmond, Washington",1994-06-01,789019
LUV,Southwest Airlines,reports,Industrials,Airlines,"Dallas, Texas",1994-07-01,92380
UNH,United Health Group Inc.,reports,Health Care,Managed Health Care,"Minnetonka, Minnesota",1994-07-01,731766
CBS,CBS Corp.,reports,Consumer Discretionary,Broadcasting & Cable TV,"New York, New York",1994-09-01,813828
SIAL,Sigma-Aldrich,reports,Materials,Diversified Chemicals,"St. Louis, Missouri",1994-09-01,90185
MU,Micron Technology,reports,Information Technology,Semiconductors,"Boise, Idaho",1994-09-27,723125
INTU,Intuit Inc.,reports,Information Technology,Internet Software & Services,"Mountain View, California",2000-12-05,896878
AMZN,Amazon.com Inc,reports,Consumer Discretionary,Internet Retail,"Seattle, Washington",2005-11-18,1018724
AVB,"AvalonBay Communities, Inc.",reports,Financials,Residential REITs,"Arlington, Virginia[3]",2007-01-10,915912
RL,Polo Ralph Lauren Corp.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",2007-02-02,1037038
VAR,Varian Medical Systems,reports,Health Care,Health Care Equipment & Services,"Palo Alto, California",2007-02-12,203527
HCBK,Hudson City Bancorp,reports,Financials,Thrifts & Mortgage Finance,"Paramus, New Jersey",2007-02-15,921847
HST,Host Hotels & Resorts,reports,Financials,REITs,"Bethesda, Maryland",2007-03-20,1070750
AIZ,Assurant Inc,reports,Financials,Multi-line Insurance,"New York, New York",2007-04-10,1267238
PCP,Precision Castparts,reports,Industrials,Industrial Conglomerates,"Portland, Oregon",2007-06-01,79958
DFS,Discover Financial Services,reports,Financials,Consumer Finance,"Riverwoods, Illinois",2007-07-02,1393612
AKAM,Akamai Technologies Inc,reports,Information Technology,Internet Software & Services,"Cambridge, Massachusetts",2007-07-12,1086222
LUK,Leucadia National Corp.,reports,Financials,Multi-Sector Holdings,"New York, New York",2007-08-27,96223
MCHP,Microchip Technology,reports,Information Technology,Semiconductors,"Chandler, Arizona",2007-09-07,827054
ICE,Intercontinental Exchange,reports,Financials,Diversified Financial Services,"Atlanta, Georgia",2007-09-26,1571949
TSO,Tesoro Petroleum Co.,reports,Energy,Oil & Gas Refining & Marketing & Transportation,"San Antonio, Texas",2007-09-27,50104
TDC,Teradata Corp.,reports,Information Technology,Application Software,"Miamisburg, Ohio",2007-10-01,816761
EXPE,Expedia Inc.,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bellevue, Washington",2007-10-02,1324424
NBL,Noble Energy Inc,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2007-10-08,72207
EXPD,Expeditors Int'l,reports,Industrials,Air Freight & Logistics,"Seattle, Washington",2007-10-10,746515
JEC,Jacobs Engineering Group,reports,Industrials,Industrial Conglomerates,"Pasadena, California",2007-10-26,52988
POM,Pepco Holdings Inc.,reports,Utilities,Electric Utilities,Washington D.C,2007-11-09,1135971
AMT,American Tower Corp A,reports,Financials,Specialized REITs,"Boston, Massachusetts",2007-11-19,1053507
GME,GameStop Corp.,reports,Consumer Discretionary,Computer & Electronics Retail,"Grapevine, Texas",2007-12-14,1326380
RRC,Range Resources Corp.,reports,Energy,Oil & Gas Exploration & Production,"Fort Worth, Texas",2007-12-21,315852
TSS,Total System Services,reports,Information Technology,Internet Software & Services,"Columbus, Georgia",2008-01-02,721683
CAM,Cameron International Corp.,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2008-01-29,941548
HCP,HCP Inc.,reports,Financials,REITs,"Long Beach, California",2008-03-31,765880
PM,Philip Morris International,reports,Consumer Staples,Tobacco,"New York, New York",2008-03-31,1413329
ISRG,Intuitive Surgical Inc.,reports,Health Care,Health Care Equipment & Services,"Sunnyvale, California",2008-06-02,1035267
SWN,Southwestern Energy,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas[7]",2008-06-06,7332
COG,Cabot Oil & Gas,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2008-06-23,858470
SNI,Scripps Networks Interactive Inc.,reports,Consumer Discretionary,Broadcasting & Cable TV,"Cincinnati, Ohio",2008-07-01,1430602
MA,Mastercard Inc.,reports,Information Technology,Internet Software & Services,"Harrison, New York",2008-07-18,1141391
DVA,DaVita Inc.,reports,Health Care,Health Care Facilities,"Denver, Colorado",2008-07-31,927066
IVZ,Invesco Ltd.,reports,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",2008-08-21,914208
CF,CF Industries Holdings Inc,reports,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",2008-08-27,1324404
CRM,Salesforce.com,reports,Information Technology,Internet Software & Services,"San Francisco, California",2008-09-15,1108524
HRS,Harris Corporation,reports,Information Technology,Telecommunications Equipment,"Melbourne, Florida",2008-09-22,202058
PXD,Pioneer Natural Resources,reports,Energy,Oil & Gas Exploration & Production,"Irving, Texas",2008-09-24,1038357
APH,Amphenol Corp A,reports,Industrials,Electrical Components & Equipment,"Wallingford, Connecticut",2008-09-30,820313
FLS,Flowserve Corporation,reports,Industrials,Industrial Machinery,"Irving, Texas",2008-10-02,30625
DPS,Dr Pepper Snapple Group,reports,Consumer Staples,Soft Drinks,"Plano, Texas",2008-10-07,1418135
NDAQ,NASDAQ OMX Group,reports,Financials,Diversified Financial Services,"New York, New York",2008-10-22,1120193
WEC,Wisconsin Energy Corporation,reports,Utilities,Electric Utilities,"Milwaukee, Wisconsin",2008-10-31,783325
SJM,Smucker (J.M.),reports,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",2008-11-06,91419
PBCT,People's United Financial,reports,Financials,Thrifts & Mortgage Finance,"Bridgeport, Connecticut",2008-11-13,1378946
XRAY,Dentsply International,reports,Health Care,Health Care Supplies,"York, Pennsylvania",2008-11-14,818479
WYNN,Wynn Resorts Ltd,reports,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",2008-11-14,1174922
SRCL,Stericycle Inc,reports,Industrials,Industrial Conglomerates,"Lake Forest, Illinois",2008-11-19,861878
DNB,Dun & Bradstreet,reports,Industrials,Data Processing Services,"Short Hills, New Jersey",2008-12-02,1115222
RSG,Republic Services Inc,reports,Industrials,Industrial Conglomerates,"Phoenix, Arizona",2008-12-05,1060391
EQT,EQT Corporation,reports,Energy,Oil & Gas Exploration & Production,"Pittsburgh, Pennsylvania",2008-12-19,33213
FLIR,FLIR Systems,reports,Industrials,Aerospace & Defense,"Wilsonville, Oregon",2009-01-02,354908
OI,Owens-Illinois Inc,reports,Materials,Metal & Glass Containers,"Perrysburg, Ohio",2009-01-02,812074
SCG,SCANA Corp,reports,Utilities,MultiUtilities,"Cayce, South Carolina",2009-01-02,754737
IRM,Iron Mountain Incorporated,reports,Industrials,Data Processing Services,"Boston, Massachusetts",2009-01-06,1020569
HCN,"Health Care REIT, Inc.",reports,Financials,REITs,"Toledo, Ohio[5]",2009-01-30,766704
DO,Diamond Offshore Drilling,reports,Energy,Oil & Gas Drilling,"Houston, Texas",2009-02-26,949039
HRL,Hormel Foods Corp.,reports,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",2009-03-04,48465
VTR,Ventas Inc,reports,Financials,Diversified Financial Services,"Chicago, Illinois",2009-03-04,740260
ORLY,O'Reilly Automotive,reports,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",2009-03-27,898173
TWC,Time Warner Cable Inc.,reports,Consumer Discretionary,Broadcasting & Cable TV,"New York, New York",2009-03-30,1377013
FTI,FMC Technologies Inc.,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2009-06-05,1135152
PWR,Quanta Services Inc.,reports,Industrials,Industrial Conglomerates,"Houston, Texas",2009-07-01,1050915
WDC,Western Digital,reports,Information Technology,Computer Storage & Peripherals,"Irvine, California",2009-07-01,106040
RHT,Red Hat Inc.,reports,Information Technology,Systems Software,"Raleigh, North Carolina",2009-07-27,1087423
FMC,FMC Corporation,reports,Materials,Diversified Chemicals,"Philadelphia, Pennsylvania",2009-08-19,37785
ARG,Airgas Inc,reports,Materials,Industrial Gases,"Radnor, Pennsylvania",2009-09-09,804212
FAST,Fastenal Co,reports,Industrials,Building Products,"Winona, Minnesota",2009-09-15,815556
FSLR,First Solar Inc,reports,Information Technology,Semiconductors,"Tempe, Arizona",2009-10-16,1274494
PCLN,Priceline.com Inc,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Norwalk, Connecticut",2009-11-06,1075531
MJN,Mead Johnson,reports,Consumer Staples,Packaged Foods & Meats,"Glenview, Illinois",2009-12-21,1452575
ROST,Ross Stores,reports,Consumer Discretionary,Apparel Retail,"Pleasanton, California",2009-12-21,745732
V,Visa Inc.,reports,Information Technology,Internet Software & Services,"San Francisco, California",2009-12-21,1403161
ROP,Roper Industries,reports,Industrials,Industrial Conglomerates,"Sarasota, Florida",2009-12-23,882835
NRG,NRG Energy,reports,Utilities,Independent Power Producers & Energy Traders,"Princeton, New Jersey",2010-01-29,1013871
URBN,Urban Outfitters,reports,Consumer Discretionary,Apparel Retail,"Philadelphia, Pennsylvania",2010-02-08,912615
BRK-B,Berkshire Hathaway,reports,Financials,Multi-Sector Holdings,"Omaha, Nebraska",2010-02-16,1067983
DISCA,Discovery Communications-A,reports,Consumer Discretionary,Broadcasting & Cable TV,"Silver Spring, Maryland",2010-03-01,1437107
OKE,ONEOK,reports,Energy,Oil & Gas Exploration & Production,"Tulsa, Oklahoma",2010-03-15,1039684
CERN,Cerner,reports,Health Care,Health Care Distributors & Services,"North Kansas City, Missouri",2010-04-30,804753
KMX,Carmax Inc,reports,Consumer Discretionary,Specialty Stores,"Richmond, Virginia",2010-06-28,1170010
ACE,ACE Limited,reports,Financials,Property & Casualty Insurance,"Zurich, Switzerland",2010-07-15,896159
TYC,Tyco International,reports,Industrials,Industrial Conglomerates,"Schaffhausen, Switzerland",2010-08-27,833444
IR,Ingersoll-Rand PLC,reports,Industrials,Industrial Conglomerates,"Dublin, Ireland",2010-11-17,1466258
CVC,Cablevision Systems Corp.,reports,Consumer Discretionary,Broadcasting & Cable TV,"Bethpage, New York",2010-12-20,1053112
FFIV,F5 Networks,reports,Information Technology,Networking Equipment,"Seattle, Washington",2010-12-20,1048695
NFLX,Netflix Inc.,reports,Information Technology,Internet Software & Services,"Los Gatos, California",2010-12-20,1065280
NFX,Newfield Exploration Co,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2010-12-20,912750
JOY,Joy Global Inc.,reports,Industrials,Industrial Machinery,"Milwaukee, Wisconsin",2011-02-28,801898
EW,Edwards Lifesciences,reports,Health Care,Health Care Equipment & Services,"Irvine, California",2011-04-01,1099800
BLK,BlackRock,reports,Financials,Asset Management & Custody Banks,"New York, New York",2011-04-04,1364742
CMG,Chipotle Mexican Grill,reports,Consumer Discretionary,Restaurants,"Denver, Colorado",2011-04-28,1058090
MPC,Marathon Petroleum,reports,Energy,Oil & Gas Refining & Marketing & Transportation,"Findlay, Ohio",2011-07-01,1510295
ACN,Accenture plc,reports,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",2011-07-06,1467373
MOS,The Mosaic Company,reports,Materials,Fertilizers & Agricultural Chemicals,"Plymouth, Minnesota",2011-09-26,1285785
TEL,TE Connectivity Ltd.,reports,Information Technology,Electronic Equipment & Instruments,"Schaffhausen, Switzerland",2011-10-17,1385157
XYL,Xylem Inc.,reports,Industrials,Industrial Conglomerates,"White Plains, New York",2011-11-01,1524472
GAS,AGL Resources Inc.,reports,Utilities,Gas Utilities,"Atlanta, Georgia",2011-12-13,1004155
BWA,BorgWarner,reports,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",2011-12-19,908255
DLTR,Dollar Tree,reports,Consumer Discretionary,General Merchandise Stores,"Chesapeake, Virginia",2011-12-19,935703
PRGO,Perrigo,reports,Health Care,Pharmaceuticals,"Dublin, Ireland",2011-12-19,1585364
TRIP,TripAdvisor,reports,Consumer Discretionary,Internet Retail,"Newton, Massachusetts",2011-12-21,1526520
CCI,Crown Castle International Corp.,reports,Financials,REITs,"Houston, Texas",2012-03-14,1051470
FOSL,"Fossil, Inc.",reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Richardson, Texas",2012-04-04,883569
PSX,Phillips 66,reports,Energy,Oil & Gas Refining & Marketing & Transportation,"Houston, Texas",2012-05-01,1534701
ALXN,Alexion Pharmaceuticals,reports,Health Care,Biotechnology,"Cheshire, Connecticut",2012-05-25,899866
KMI,Kinder Morgan,reports,Energy,Oil & Gas Refining & Marketing & Transportation,"Houston, Texas",2012-05-25,1506307
MNST,Monster Beverage,reports,Consumer Staples,Soft Drinks,"Corona, California",2012-06-28,865752
LRCX,Lam Research,reports,Information Technology,Semiconductor Equipment,"Fremont, California",2012-06-29,707549
STX,Seagate Technology,reports,Information Technology,Computer Storage & Peripherals,"Dublin, Ireland",2012-07-02,1137789
ESV,Ensco plc,reports,Energy,Oil & Gas Drilling,"London, United Kingdom",2012-07-31,314808
LYB,LyondellBasell,reports,Materials,Diversified Chemicals,"Rotterdam, Netherlands",2012-09-05,1489393
ADT,ADT Corp,reports,Industrials,Diversified Commercial Services,"Boca Raton, Florida",2012-10-01,1546640
PNR,Pentair Ltd.,reports,Industrials,Industrial Conglomerates,"Worsley, U.K",2012-10-01,77360
KHC,Kraft Heinz Co,reports,Consumer Staples,Packaged Foods & Meats,"Northfield, Illinois",2012-10-02,1545158
MDLZ,Mondelez International,reports,Consumer Staples,Packaged Foods & Meats,"Northfield, Illinois",2012-10-02,1103982
DG,Dollar General,reports,Consumer Discretionary,General Merchandise Stores,"Goodlettsville, Tennessee",2012-12-03,29534
GRMN,Garmin Ltd.,reports,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",2012-12-12,1121788
DLPH,Delphi Automotive,reports,Consumer Discretionary,Auto Parts & Equipment,"Gillingham, Kent, United Kingdom",2012-12-24,1521332
ABBV,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",2012-12-31,1551152
PVH,PVH Corp.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",2013-02-15,78239
REGN,Regeneron,reports,Health Care,Biotechnology,"Tarrytown, New York",2013-05-01,872589
MAC,Macerich,reports,Financials,Retail REITs,"Santa Monica, California",2013-05-09,912242
KSU,Kansas City Southern,reports,Industrials,Railroads,"Kansas City, Missouri",2013-05-24,54480
GM,General Motors,reports,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan",2013-06-06,1467858
ZTS,Zoetis,reports,Health Care,Pharmaceuticals,"Florham Park, New Jersey",2013-06-21,1555280
FOXA,Twenty-First Century Fox,reports,Consumer Discretionary,Publishing,"New York, New York",2013-07-01,1308161
NLSN,Nielsen Holdings,reports,Industrials,Research & Consulting Services,"New York, New York",2013-07-09,1492633
NWSA,News Corp.,reports,Consumer Discretionary,Publishing,"New York, New York",2013-08-01,1564708
DAL,Delta Air Lines,reports,Industrials,Airlines,"Atlanta, Georgia",2013-09-11,27904
AME,Ametek,reports,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",2013-09-23,1037868
VRTX,Vertex Pharmaceuticals Inc,reports,Health Care,Biotechnology,"Cambridge, Massachusetts",2013-09-23,875320
RIG,Transocean,reports,Energy,Oil & Gas Drilling,"Vernier, Switzerland",2013-10-29,1451505
KORS,Michael Kors Holdings,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",2013-11-13,1530721
ALLE,Allegion,reports,Industrials,Building Products,"Dublin, Ireland",2013-12-02,1579241
GGP,General Growth Properties Inc.,reports,Financials,REITs,"Chicago, Illinois",2013-12-10,895648
ADS,Alliance Data Systems,reports,Information Technology,Data Processing & Outsourced Services,"Plano, Texas",2013-12-23,1101215
FB,Facebook,reports,Information Technology,Internet Software & Services,"Menlo Park, California",2013-12-23,1326801
MHK,Mohawk Industries,reports,Consumer Discretionary,Home Furnishings,"Amsterdam, New York",2013-12-23,851968
TSCO,Tractor Supply Company,reports,Consumer Discretionary,Specialty Retail,"Brentwood, Tennessee",2014-01-24,916365
GMCR,Keurig Green Mountain,reports,Consumer Staples,Packaged Foods & Meats,"Waterbury, Vermont",2014-03-24,909954
ESS,Essex Property Trust Inc,reports,Financials,Residential REITs,"Palo Alto, California",2014-04-02,920522
GOOGL,Google Inc Class A,reports,Information Technology,Internet Software & Services,"Mountain View, California",2014-04-03,1288776
NAVI,Navient,reports,Financials,Consumer Finance,"Newark, Delaware",2014-05-01,1593538
UA,Under Armour,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",2014-05-01,1336917
AVGO,Avago Technologies,reports,Information Technology,Semiconductors,"San Jose, California",2014-05-08,1441634
XEC,Cimarex Energy,reports,Energy,Oil & Gas Exploration & Production,"Denver, Colorado",2014-06-21,1168054
AMG,Affiliated Managers Group Inc,reports,Financials,Asset Management & Custody Banks,"Beverly, Massachusetts",2014-07-01,1004434
MLM,Martin Marietta Materials,reports,Materials,Construction Materials,"Raleigh, North Carolina",2014-07-02,916076
DISCK,Discovery Communications-C,reports,Consumer Discretionary,Broadcasting & Cable TV,"Silver Spring, Maryland",2014-08-07,1437107
MNK,Mallinckrodt Plc,reports,Health Care,Pharmaceuticals,"Dublin, Ireland",2014-08-19,1567892
URI,"United Rentals, Inc.",reports,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",2014-09-20,1067701
UHS,"Universal Health Services, Inc.",reports,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",2014-09-20,352915
LVLT,Level 3 Communications,reports,Telecommunications Services,Alternative Carriers,"Broomfield, Colorado",2014-11-05,794323
RCL,Royal Caribbean Cruises Ltd,reports,Consumer Discretionary,"Hotel, Resorts and Cruise Lines","Miami, Florida",2014-12-05,884887
ENDP,Endo International,reports,Health Care,Pharmaceuticals,"Dublin, Ireland",2015-01-27,1100962
HCA,HCA Holdings,reports,Health Care,Health Care Facilities,"Nashville, Tennessee",2015-01-27,860730
SWKS,Skyworks Solutions,reports,Information Technology,Semiconductors,"Woburn, Massachusetts",2015-03-12,4127
HSIC,Henry Schein,reports,Health Care,Health Care Distributors,"Melville, New York",2015-03-17,1000228
EQIX,Equinix,reports,Information Technology,Internet Software & Services,"Redwood City, California",2015-03-20,1101239
HBI,Hanesbrands Inc,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Winston-Salem, North Carolina",2015-03-20,1359841
SLG,SL Green Realty,reports,Financials,Office REITs,"New York, New York",2015-03-20,1040971
AAL,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",2015-03-23,6201
O,Realty Income Corporation,reports,Financials,Office REITs,"San Diego, California",2015-04-07,726728
QRVO,Qorvo,reports,Information Technology,Semiconductors,"Hillsboro, Oregon",2015-06-11,1604778
BXLT,Baxalta,reports,Health Care,Biotechnology,"Deerfield, Illinois",2015-07-01,1620546
JBHT,J. B. Hunt Transport Services,reports,Industrials,Trucking,"Lowell, Arkansas",2015-07-01,728535
CPGX,Columbia Pipeline Group Inc,reports,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2015-07-02,1629995
AAP,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Roanoke, Virginia",2015-07-09,1158449
PYPL,PayPal,reports,Information Technology,Data Processing & Outsourced Services Oil,"Palo Alto, California",2015-07-20,1633917
SIG,Signet Jewelers,reports,Consumer Discretionary,Specialty Stores,"Hamilton, Bermuda",2015-07-29,832988
